TIME,WE1_mV,AUX1_mV,WE2_mV,AUX2_mV,WE3_mV,AUX3_mV,O3_1,O3_2,O3_3
2018-07-14 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-15 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-16 15:00:00,0.551694346,0.5325,0.5530104782,0.52687,0.558735429,0.52463,1131.0533290272,1175.2838898572,1044.768079828
2018-07-16 16:00:00,0.551395941,0.53775,0.5542063343,0.5695,0.5586727528,0.54575,1130.0129487915,1179.7330736535,1044.5578326205
2018-07-16 17:00:00,0.5519547826,0.53512,0.5550740673,0.5535,0.5596195091,0.52838,1131.9613336751,1182.9614754063,1047.7337268713
2018-07-16 18:00:00,0.5510287237,0.53038,0.5544309116,0.52675,0.5588527349,0.52513,1128.7326563862,1180.5686140053,1045.1615826628
2018-07-16 19:00:00,0.5508121348,0.5695,0.5537284831,0.55912,0.5589341152,0.571,1127.9775256219,1177.9552280335,1045.4345727156
2018-07-16 20:00:00,0.5508431417,0.538,0.5540296774,0.5365,0.558563885,0.54087,1128.0856300052,1179.0758216517,1044.1926355067
2018-07-16 21:00:00,0.5512993258,0.53087,0.5543759129,0.53825,0.5589614607,0.52263,1129.6761028324,1180.3639912098,1045.5263032205
2018-07-16 22:00:00,0.5512436606,0.57237,0.55446446,0.578,0.5590059748,0.578,1129.4820275538,1180.6934308156,1045.6756257135
2018-07-16 23:00:00,0.5512115147,0.56288,0.5543485554,0.58837,0.5588270827,0.57488,1129.3699519443,1180.2622075211,1045.0755324395
2018-07-17 00:00:00,0.5516254137,0.57012,0.5552406452,0.58975,0.5587129734,0.58025,1130.8129987649,1183.5812284399,1044.6927524414
2018-07-17 01:00:00,0.5516468583,0.529,0.5553520617,0.52875,0.5594759327,0.5235,1130.8877647365,1183.9957538333,1047.2520996784
2018-07-17 02:00:00,0.5520768303,0.53163,0.5553615288,0.54075,0.5599140533,0.52738,1132.3868493619,1184.0309759684,1048.7217753892
2018-07-17 03:00:00,0.5521180758,0.57012,0.5558131461,0.56137,0.5598313202,0.57437,1132.5306507592,1185.7112186777,1048.4442472828
2018-07-17 04:00:00,0.553319453,0.5745,0.5567854558,0.59025,0.5607756381,0.58288,1136.7192171319,1189.3286981612,1051.6119619756
2018-07-17 05:00:00,0.5540725157,0.53138,0.5566202201,0.52938,0.5628131761,0.52338,1139.3447482359,1188.7139385812,1058.4468835037
2018-07-17 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-17 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-17 09:00:00,0.1990085614,0.03725,0.2458278421,0.08638,0.2288850702,0.037,-98.5753429693,32.410561406,-61.7150245535
2018-07-17 10:00:00,0.2381370588,0.197,0.2554796078,0.2345,0.2616717391,0.20175,37.845018787,68.3199662295,48.2678639899
2018-07-17 11:00:00,0.2416191865,0.20062,0.2562642076,0.23513,0.2639948247,0.20575,49.9853552043,71.2390703719,56.0606550146
2018-07-17 12:00:00,0.2435570687,0.20713,0.2570944741,0.239,0.2656417507,0.20875,56.74172477,74.3280777038,61.5852687132
2018-07-17 13:00:00,0.2443248527,0.20538,0.2571847966,0.23575,0.2660136045,0.20625,59.4185812676,74.6641229623,62.8326523298
2018-07-17 14:00:00,0.2472062132,0.2065,0.2584317812,0.23613,0.2684839972,0.20775,69.4643601933,79.3035304064,71.1195852327
2018-07-17 15:00:00,0.250420056,0.20813,0.2601865406,0.23563,0.2716035905,0.20913,80.6693292463,85.8321146816,81.5842615666
2018-07-17 16:00:00,0.2508066059,0.20838,0.2604847265,0.238,0.2718282609,0.20863,82.0170240553,86.941515612,82.3379184976
2018-07-17 17:00:00,0.252204979,0.20838,0.2611552875,0.23575,0.2734137535,0.20963,86.8924108671,89.4363385713,87.6564538954
2018-07-17 18:00:00,0.2525635764,0.21013,0.2609853015,0.23563,0.2741353717,0.21063,88.1426504764,88.8039055691,90.0771222045
2018-07-17 19:00:00,0.2523810644,0.20925,0.2604279132,0.23688,0.2739514306,0.21113,87.5063276856,86.7301415102,89.4600917625
2018-07-17 20:00:00,0.2532675596,0.21075,0.2613376858,0.23775,0.2748948247,0.21125,90.5970672062,90.114951706,92.6247075192
2018-07-17 21:00:00,0.2541348107,0.211,0.2621220196,0.238,0.2757159384,0.21213,93.6207126318,93.0330664569,95.3791335841
2018-07-17 22:00:00,0.2546872511,0.21138,0.2627277279,0.23688,0.2762798036,0.211,95.5467799022,95.286604746,97.2706197659
2018-07-17 23:00:00,0.255096662,0.21225,0.2629863114,0.23813,0.2767623142,0.21263,96.9741791683,96.248664751,98.8892014126
2018-07-18 00:00:00,0.2543237535,0.21088,0.2623629132,0.23825,0.2758996634,0.212,94.2794563246,93.9293110944,95.9954392017
2018-07-18 01:00:00,0.2535546844,0.2115,0.2613659888,0.23838,0.2751196634,0.21125,91.5981195092,90.2202528445,93.3789290225
2018-07-18 02:00:00,0.2539026928,0.2115,0.2617065498,0.23688,0.2753290616,0.21225,92.8114406694,91.4873104484,94.081355435
2018-07-18 03:00:00,0.2538012903,0.21138,0.2616828471,0.23725,0.2752048668,0.2125,92.4579037336,91.3991246585,93.6647437335
2018-07-18 04:00:00,0.2532478431,0.21213,0.2617241737,0.23913,0.2745562693,0.2135,90.5283263101,91.5528801123,91.4890233531
2018-07-18 05:00:00,0.2521495231,0.21175,0.2616569425,0.23738,0.2732454137,0.2115,86.6990657711,91.3027464608,87.091758143
2018-07-18 06:00:00,0.2513208415,0.211,0.2611121879,0.239,0.2721847826,0.21225,83.8098915175,89.2759865403,83.5338707534
2018-07-18 07:00:00,0.2511488359,0.2095,0.2608334502,0.23725,0.2718614846,0.21088,83.210198989,88.2389425234,82.4493674883
2018-07-18 08:00:00,0.2500632493,0.20963,0.2600636415,0.2385,0.2705890603,0.21,79.4253330441,85.3748682257,78.1810199309
2018-07-18 09:00:00,0.2483085835,0.20925,0.2588243759,0.23575,0.2683897896,0.20913,73.3077418834,80.7641793005,70.8035659053
2018-07-18 10:00:00,0.2468623001,0.20875,0.258116115,0.23675,0.2664451753,0.2105,68.2653174266,78.1290939725,64.2803567698
2018-07-18 11:00:00,0.2451297335,0.2065,0.2564278261,0.23513,0.2650530532,0.20725,62.2247745834,71.847813227,59.6104828846
2018-07-18 12:00:00,0.2445318487,0.20925,0.2558288235,0.23675,0.2648210659,0.20788,60.140266783,69.6192235664,58.8322814246
2018-07-18 13:00:00,0.2446832959,0.20738,0.2557895231,0.23463,0.2647980505,0.20825,60.6682829922,69.4730064315,58.7550761669
2018-07-18 14:00:00,0.2467974194,0.20663,0.2572162132,0.23337,0.2666785975,0.20825,68.039112466,74.7810082697,65.0633714588
2018-07-18 15:00:00,0.2462519074,0.20675,0.256532791,0.235,0.2662218347,0.20688,66.1372011079,72.2383353877,63.5311607372
2018-07-18 16:00:00,0.2489648247,0.20625,0.2579753997,0.233,0.2691871108,0.2065,75.5957077516,77.6055625937,73.4781799805
2018-07-18 17:00:00,0.2501398039,0.20888,0.2582492717,0.235,0.270627756,0.20813,79.692238494,78.6245036245,78.3108245051
2018-07-18 18:00:00,0.2502125947,0.20888,0.2579331837,0.23613,0.2712573633,0.2095,79.9460213107,77.448497962,80.4228423145
2018-07-18 19:00:00,0.2547030996,0.20913,0.2618342356,0.23425,0.2763761485,0.20975,95.6020353293,91.9623657332,97.5938084627
2018-07-18 20:00:00,0.2513593548,0.21113,0.2589491024,0.23688,0.2732248948,0.212,83.9441670951,81.2282244068,87.0229273739
2018-07-18 21:00:00,0.252572521,0.21175,0.2599743978,0.23675,0.2743982048,0.21225,88.1738354609,85.0428369531,90.9587958974
2018-07-18 22:00:00,0.2517550771,0.211,0.2591994109,0.23638,0.2734750631,0.21238,85.3238413197,82.1594976568,87.8621170036
2018-07-18 23:00:00,0.2508470126,0.21163,0.2583902244,0.2375,0.2725794951,0.21188,82.1579009449,79.1489182789,84.8579338666
2018-07-19 00:00:00,0.2502964376,0.21188,0.2578225105,0.23963,0.2718616527,0.21188,80.2383371893,77.0367381583,82.4499312699
2018-07-19 01:00:00,0.2489990042,0.2125,0.256798317,0.23813,0.2702403086,0.21238,75.7148736593,73.2262249584,77.0111320949
2018-07-19 02:00:00,0.2504776471,0.21213,0.2582713165,0.2365,0.271777223,0.21263,80.8701187102,78.7065213933,82.1667119571
2018-07-19 03:00:00,0.2514983731,0.21175,0.2592597335,0.23738,0.2727218934,0.21263,84.4288500975,82.3839278831,85.3356090536
2018-07-19 04:00:00,0.2512453997,0.21213,0.2600938008,0.23863,0.2727443277,0.21325,83.5468659051,85.4870762499,85.4108649951
2018-07-19 05:00:00,0.2464208836,0.21088,0.2567701683,0.23888,0.2664408135,0.21025,66.7263315371,73.1214978103,64.2657249385
2018-07-19 06:00:00,0.2429151961,0.20938,0.2539392437,0.23638,0.2628449509,0.2095,54.5038545669,62.5890397665,52.2034031795
2018-07-19 07:00:00,0.2442632959,0.20925,0.2549569425,0.23663,0.2645236185,0.20938,59.2039652771,66.3753892444,57.8344940351
2018-07-19 08:00:00,0.2435533941,0.20838,0.2541918093,0.23513,0.2636138936,0.21025,56.7289133347,63.5287102015,54.7828214615
2018-07-19 09:00:00,0.2442162132,0.20613,0.2547187237,0.23312,0.2639092286,0.20663,59.0398126501,65.4890959654,55.7735229683
2018-07-19 10:00:00,0.2438321459,0.207,0.2546676578,0.23438,0.2640299719,0.20625,57.7007731687,65.29910516,56.1785565234
2018-07-19 11:00:00,0.243067535,0.2075,0.2539697759,0.2335,0.2629202805,0.20625,55.0349798099,62.7026348974,52.4560963175
2018-07-19 12:00:00,0.2427782749,0.205,0.2537538149,0.233,0.2622658205,0.20738,54.0264828651,61.8991516021,50.260710003
2018-07-19 13:00:00,0.244855568,0.20563,0.2551619355,0.23237,0.2645284993,0.20638,61.2689045943,67.1380658747,57.8508666309
2018-07-19 14:00:00,0.2477109818,0.20438,0.2574037868,0.233,0.2679242577,0.20738,71.2242210952,75.4788761716,69.2419389786
2018-07-19 15:00:00,0.2533529552,0.20625,0.261667409,0.23325,0.2741170126,0.20713,90.8947963799,91.3416869629,90.0155367795
2018-07-19 16:00:00,0.2550554278,0.20825,0.2632123422,0.23625,0.2768198317,0.20888,96.8304172608,97.0896127925,99.0821439854
2018-07-19 17:00:00,0.2565189201,0.21013,0.263844993,0.23525,0.2782784432,0.20963,101.9328403095,99.4433906689,103.9750565997
2018-07-19 18:00:00,0.2559327489,0.21038,0.2634785133,0.23713,0.2778757924,0.211,99.8891718869,98.0799026865,102.6243644945
2018-07-19 19:00:00,0.2566436886,0.2115,0.2641046283,0.23675,0.2788797335,0.21213,102.3678423263,100.4093642445,105.9920851249
2018-07-19 20:00:00,0.2582663624,0.2115,0.2658287921,0.23813,0.280516559,0.21275,108.0252467883,106.8241175337,111.4828165349
2018-07-19 21:00:00,0.2578475596,0.21225,0.2657933941,0.23875,0.2799781346,0.21213,106.5651032424,106.692419142,109.6766719411
2018-07-19 22:00:00,0.2546220927,0.21275,0.2629557163,0.2385,0.2765191433,0.21375,95.3196072025,96.1348357664,98.0734845489
2018-07-19 23:00:00,0.2523323142,0.21225,0.2607143478,0.2385,0.2741693689,0.2135,87.3363613291,87.7958219743,90.1911658027
2018-07-20 00:00:00,0.2548781627,0.21175,0.263259467,0.23725,0.277074432,0.212,96.2123877543,97.2649407535,99.9362006849
2018-07-20 01:00:00,0.2559070547,0.21288,0.2641267461,0.23825,0.2782219776,0.212,99.799589637,100.4916535881,103.7856426035
2018-07-20 02:00:00,0.2550374298,0.21188,0.2633825,0.23838,0.2771815028,0.21363,96.7676677787,97.7226850112,100.2953698135
2018-07-20 03:00:00,0.2560376999,0.2125,0.2642738429,0.23838,0.2781129453,0.21338,100.2550801705,101.0389272949,103.4198938688
2018-07-20 04:00:00,0.254435554,0.21313,0.2628808415,0.24013,0.2761785414,0.21288,94.6692454831,95.8562640764,96.9309354509
2018-07-20 05:00:00,0.2532628331,0.2125,0.261815582,0.23788,0.2749045442,0.21275,90.5805883753,91.8929650819,92.6573115677
2018-07-20 06:00:00,0.2517399157,0.2125,0.2613026966,0.23813,0.2733018961,0.21263,85.2709815124,89.9847743301,87.2812281074
2018-07-20 07:00:00,0.2511427489,0.21088,0.2606757363,0.23738,0.2721597756,0.21125,83.1889769932,87.6521678444,83.4499847239
2018-07-20 08:00:00,0.2466329874,0.21313,0.2580475175,0.24088,0.2662156101,0.21225,67.4658251858,77.8738769911,63.5102801953
2018-07-20 09:00:00,0.245966087,0.2075,0.2572557784,0.23425,0.2663618794,0.20813,65.1406963755,74.9282107036,64.0009405445
2018-07-20 10:00:00,0.2490689201,0.209,0.2593287237,0.2355,0.2697099719,0.20825,75.9586332201,82.6406059307,75.2321178285
2018-07-20 11:00:00,0.2564914888,0.20838,0.2649864607,0.23412,0.2782077809,0.209,101.8372019121,103.690222427,103.7380199018
2018-07-20 12:00:00,0.2516641515,0.21163,0.2613735624,0.2375,0.2726790884,0.212,85.0068316441,90.2484305525,85.1920195066
2018-07-20 13:00:00,0.2488719635,0.2095,0.2598470968,0.2355,0.2694513464,0.2085,75.271950068,84.5692135017,74.3645584423
2018-07-20 14:00:00,0.2534700982,0.20875,0.26234223,0.23588,0.2746998878,0.20925,91.3032120043,93.8523594079,91.970791689
2018-07-20 15:00:00,0.254665618,0.20888,0.2626483427,0.23713,0.276570323,0.21075,95.4713568212,94.9912519733,98.2451671169
2018-07-20 16:00:00,0.2543966339,0.211,0.2621636045,0.237,0.2762990463,0.21125,94.5335518459,93.1877829463,97.3351691953
2018-07-20 17:00:00,0.2547757083,0.21175,0.2626832819,0.23913,0.2764804067,0.21275,95.8551834229,95.1212433447,97.9435428625
2018-07-20 18:00:00,0.2564654698,0.2125,0.2638069144,0.2375,0.2783257644,0.21225,101.7464877145,99.3017194147,104.1337955025
2018-07-20 19:00:00,0.2557359691,0.21188,0.2631505478,0.23875,0.2775549298,0.21325,99.2031047061,96.8597064257,101.5480306577
2018-07-20 20:00:00,0.2540597475,0.21325,0.262483324,0.23813,0.2763471529,0.21288,93.3590072818,94.3772996721,97.4965427688
2018-07-20 21:00:00,0.254317223,0.21338,0.2625692987,0.23838,0.2759884151,0.2135,94.2566879274,94.697168839,96.2931569781
2018-07-20 22:00:00,0.2553267602,0.21175,0.2636619495,0.23838,0.2770058065,0.212,97.7764097311,98.7623772109,99.7059963423
2018-07-20 23:00:00,0.2543636376,0.21363,0.2627730618,0.23875,0.2759620225,0.21313,94.4185112088,95.4552695233,96.2046227425
2018-07-21 00:00:00,0.2547790743,0.21238,0.2630986676,0.238,0.2763656522,0.21125,95.8669190888,96.6666862676,97.5585986707
2018-07-21 01:00:00,0.2543806031,0.21325,0.2626576157,0.2365,0.2758801122,0.21213,94.4776607369,95.0257522231,95.9298547232
2018-07-21 02:00:00,0.2540751966,0.21275,0.2625581882,0.238,0.2757711657,0.21263,93.41287006,94.6558320798,95.5643937591
2018-07-21 03:00:00,0.2547307994,0.21213,0.2631106872,0.23763,0.2766224544,0.2115,95.6986100801,96.7114053338,98.4200418573
2018-07-21 04:00:00,0.2554097616,0.21138,0.2634856662,0.23775,0.27710331,0.21213,98.0657916932,98.1065149663,100.0330718766
2018-07-21 05:00:00,0.253975323,0.21325,0.2620772331,0.239,0.2756398455,0.21313,93.0646636905,92.8664382753,95.1238800351
2018-07-21 06:00:00,0.2541868724,0.213,0.262169425,0.23788,0.2758198457,0.212,93.8022242647,93.2094380367,95.7276908033
2018-07-21 07:00:00,0.2521015849,0.21275,0.2605268303,0.23875,0.2736753717,0.2125,86.5319303289,87.0981627962,88.5340520988
2018-07-21 08:00:00,0.2500105056,0.2115,0.2586791011,0.23725,0.2713449438,0.21188,79.2414437405,80.2236844256,80.7166313445
2018-07-21 09:00:00,0.2503036606,0.21188,0.2588630575,0.23813,0.2715462973,0.21138,80.2635199725,80.9080943352,81.3920717568
2018-07-21 10:00:00,0.2502690295,0.21438,0.2585972152,0.24025,0.2712265401,0.21325,80.1427798184,79.919027721,80.3194459855
2018-07-21 11:00:00,0.2469678792,0.21338,0.256551236,0.23813,0.2677837079,0.21263,68.6334157773,72.3069597742,68.770464515
2018-07-21 12:00:00,0.2490851473,0.2105,0.2576031276,0.23613,0.2705539691,0.21138,76.0152089096,76.2205238828,78.0633066129
2018-07-21 13:00:00,0.2507690042,0.21138,0.2590669004,0.23625,0.2724697055,0.2115,81.8859268872,81.6664921284,84.4896445566
2018-07-21 14:00:00,0.2508082889,0.21288,0.2587147125,0.238,0.2721411641,0.21263,82.0228918882,80.3561765246,83.3875524405
2018-07-21 15:00:00,0.2517020675,0.21263,0.2598347398,0.23775,0.2731293952,0.21138,85.1390248012,84.5232393774,86.7025739684
2018-07-21 16:00:00,0.2519311376,0.21175,0.2602483989,0.23863,0.2734823455,0.2125,85.9376711088,86.0622584052,87.8865457893
2018-07-21 17:00:00,0.2503083029,0.21238,0.2588609257,0.23738,0.2719495792,0.212,80.2797054117,80.9001628322,82.7448810079
2018-07-21 18:00:00,0.2506370927,0.21238,0.2591664888,0.23725,0.2725900702,0.21138,81.4260212627,82.0370106668,84.8934081545
2018-07-21 19:00:00,0.2506461431,0.2125,0.2587630856,0.23838,0.272014677,0.21313,81.4575750812,80.5361485894,82.9632513369
2018-07-21 20:00:00,0.2487886657,0.21263,0.2568676264,0.24,0.270078359,0.21275,74.9815347107,73.4840907821,76.4678724293
2018-07-21 21:00:00,0.2476143338,0.2115,0.255597223,0.23788,0.2688936376,0.21238,70.8872607875,68.7575535525,72.4937242012
2018-07-21 22:00:00,0.2476822581,0.21175,0.2556448808,0.238,0.2690003366,0.21188,71.124076746,68.9348643893,72.8516459053
2018-07-21 23:00:00,0.2483261236,0.21125,0.2562254073,0.23738,0.2695209257,0.211,73.3688950869,71.0947139246,74.5979620277
2018-07-22 00:00:00,0.2492707714,0.21275,0.2571646564,0.23713,0.2704669846,0.2125,76.6623819864,74.5891911314,77.7715168454
2018-07-22 01:00:00,0.2487953024,0.2125,0.2567525879,0.23813,0.2698159916,0.21138,75.004673234,73.0560899184,75.5877606402
2018-07-22 02:00:00,0.2483890603,0.21225,0.2565311641,0.2375,0.2692991024,0.21125,73.5883220961,72.2322823986,73.8538557776
2018-07-22 03:00:00,0.2477730661,0.21213,0.2559369339,0.23738,0.2686773418,0.21188,71.4406763198,70.0214483015,71.7681596613
2018-07-22 04:00:00,0.2485622472,0.21188,0.2565787781,0.23688,0.2696228933,0.21125,74.1921330961,72.4094303165,74.9400123393
2018-07-22 05:00:00,0.2484324157,0.21263,0.2565479354,0.23913,0.2693846489,0.2125,73.739479506,72.2946800304,74.140821505
2018-07-22 06:00:00,0.2478768724,0.2115,0.2559064376,0.23588,0.268524979,0.21113,71.8025938306,69.9079867537,71.2570585801
2018-07-22 07:00:00,0.247278764,0.21088,0.2553446348,0.23475,0.2676076826,0.2095,69.7173066489,67.8177989942,68.1799876698
2018-07-22 08:00:00,0.2409205478,0.21463,0.2505055056,0.24113,0.2604134972,0.21325,47.5495715225,49.8138135433,44.047091115
2018-07-22 09:00:00,0.2408785835,0.20588,0.2505910379,0.23012,0.2605193689,0.20262,47.403264209,50.1320363722,44.4022376662
2018-07-22 10:00:00,0.2433118654,0.21025,0.2519815849,0.23625,0.2633456381,0.20925,55.8868304064,55.3055679261,53.8829586312
2018-07-22 11:00:00,0.2463597475,0.21063,0.2544678121,0.23663,0.2670148527,0.21088,66.5131825048,64.5555789349,66.1913398039
2018-07-22 12:00:00,0.2431071348,0.2135,0.2528035112,0.23838,0.2633326928,0.21213,55.1730434151,58.3635459201,53.8395336142
2018-07-22 13:00:00,0.2431411517,0.20888,0.25212625,0.23575,0.263449368,0.20913,55.2916421814,55.8437947623,54.2309203659
2018-07-22 14:00:00,0.2436849157,0.21063,0.2524532022,0.23625,0.2640439381,0.211,57.1874596191,57.0602209501,56.2254060298
2018-07-22 15:00:00,0.2455485835,0.21113,0.2537415708,0.23725,0.2656515288,0.20963,63.6850826127,61.8535976408,61.6180691891
2018-07-22 16:00:00,0.2422169144,0.20875,0.2515448808,0.2355,0.2617940252,0.20988,52.06931608,53.6808099732,48.6780727908
2018-07-22 17:00:00,0.2429714446,0.21,0.2518149229,0.23675,0.2632342437,0.20938,54.699963393,54.6855018069,53.5092859191
2018-07-22 18:00:00,0.2454278682,0.20988,0.2532264937,0.23588,0.2658195927,0.21013,63.2642122936,59.9372525909,62.1818397308
2018-07-22 19:00:00,0.2477061181,0.21175,0.2551866807,0.23625,0.2683410267,0.2115,71.2072642133,67.2301305947,70.6399907514
2018-07-22 20:00:00,0.2469002665,0.2125,0.2545038289,0.237,0.2677583333,0.21125,68.3976859585,64.6895795908,68.6853456421
2018-07-22 21:00:00,0.2454130812,0.2105,0.2528973669,0.23675,0.2662980365,0.21188,63.212658094,58.7127361933,63.7867794639
2018-07-22 22:00:00,0.2452886657,0.2115,0.2530248876,0.23763,0.2663589762,0.21275,62.7788870848,59.1871770715,63.9912016728
2018-07-22 23:00:00,0.2467591573,0.21213,0.2546382163,0.23613,0.2677405758,0.21125,67.9057129427,65.1895680578,68.6257781357
2018-07-23 00:00:00,0.2475128612,0.212,0.2553378541,0.2375,0.2684939271,0.21225,70.5334793586,67.7925714148,71.1528949965
2018-07-23 01:00:00,0.2481015708,0.21275,0.2560935905,0.23713,0.2691548034,0.21113,72.5859984293,70.6042892274,73.3698047036
2018-07-23 02:00:00,0.2481725879,0.2125,0.2561314065,0.238,0.26920609,0.2115,72.8335973906,70.7449837219,73.5418457603
